OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	n_subjects	n_records	decile	decile_MEASUREMENT_VALUE	decile_MEASUREMENT_VALUE_HARMONIZED
3009542	b-hkr		ratio	FALSE	6095	86851	0.1	0.30318166041219435	0.30318166041219435
3009542	b-hkr		ratio	FALSE	6095	86851	0.2	0.33854836861038407	0.33854836861038407
3009542	b-hkr		ratio	FALSE	6095	86851	0.3	0.36071328355409643	0.36071328355409643
3009542	b-hkr		ratio	FALSE	6095	86851	0.4	0.3778156927598402	0.3778156927598402
3009542	b-hkr		ratio	FALSE	6095	86851	0.5	0.39006125801847236	0.39006125801847236
3009542	b-hkr		ratio	FALSE	6095	86851	0.6	0.4021853806009045	0.4021853806009045
3009542	b-hkr		ratio	FALSE	6095	86851	0.7	0.4192085624214504	0.4192085624214504
3009542	b-hkr		ratio	FALSE	6095	86851	0.8	0.43012711292159445	0.43012711292159445
3009542	b-hkr		ratio	FALSE	6095	86851	0.9	0.4502131064096847	0.4502131064096847
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.1	98.65289594395193	98.65289594395193
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.2	110.23044887252132	110.23044887252132
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.3	118.71063757817952	118.71063757817952
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.4	125.05148759572099	125.05148759572099
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.5	130.33269396777405	130.33269396777405
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.6	134.97895517410095	134.97895517410095
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.7	139.6185919246065	139.6185919246065
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.8	144.8470883542684	144.8470883542684
3000963	b-hb	g/l	g/l	FALSE	47092	1004720	0.9	152.0265876480598	152.0265876480598
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.1	314.68838518690376	314.68838518690376
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.2	320.66558815269184	320.66558815269184
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.3	324.6033738572326	324.6033738572326
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.4	327.79850453499563	327.79850453499563
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.5	330.89241276468834	330.89241276468834
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.6	333.4702951904291	333.4702951904291
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.7	336.88875643885683	336.88875643885683
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.8	340.48069968151935	340.48069968151935
3003338	e-mchc	g/l	g/l	FALSE	37086	681375	0.9	345.7049120743786	345.7049120743786
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.1	27.775290720696788	27.775290720696788
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.2	28.999807305299118	28.999807305299118
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.3	29.01057248802398	29.01057248802398
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.4	30	30
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.5	30.003271704844817	30.003271704844817
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.6	31	31
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.7	31.00648834325933	31.00648834325933
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.8	32	32
3035941	e-mch	pg	pg	FALSE	47077	1002231	0.9	32.99983204679153	32.99983204679153
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.1	2	2
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.2	3.642723590592719	3.642723590592719
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.3	5.000002871302032	5.000002871302032
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.4	6.967168819742922	6.967168819742922
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.5	8.808049169206315	8.808049169206315
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.6	12.150087489315375	12.150087489315375
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.7	16.489322828816864	16.489322828816864
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.8	24.431473832029248	24.431473832029248
3013707	b-la	mm/h	mm/h	FALSE	30600	123279	0.9	37.82375975672238	37.82375975672238
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.1	2.665225974025974	
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.2	3.2506080586080595	
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.3	3.8320601503759395	
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.4	4.391777777777778	
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.5	4.932675438596491	
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.6	5.790819377990431	
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.7	6.69360544217687	
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.8	8.243950617283954	
-1	s-ictp	ug/l	ug/l	FALSE	57	80	0.9	11.647749287749289	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.1	34.85132219860648	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.2	50.92814695231925	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.3	66.53110209696574	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.4	84.075312397666	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.5	105.66713282589524	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.6	135.56105817594005	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.7	179.07475225087774	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.8	252.72316328102727	
-1	fp-pth	ng/l	ng/l	FALSE	2903	12190	0.9	409.81397100376256	
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.1	49.37951762578292	49.37951762578292
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.2	57.416471219087335	57.416471219087335
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.3	63.92692942244818	63.92692942244818
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.4	70.21979777004977	70.21979777004977
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.5	76.88708949656252	76.88708949656252
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.6	84.75862245539126	84.75862245539126
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.7	95.00385799397444	95.00385799397444
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.8	111.34795622341838	111.34795622341838
3035995	p-afos	u/l	u/l	FALSE	30282	245254	0.9	151.35919491931267	151.35919491931267
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.1	0.5334850391903275	0.5334850391903275
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.2	0.9223125549850291	0.9223125549850291
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.3	1.2180573029220636	1.2180573029220636
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.4	1.4950836582470606	1.4950836582470606
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.5	1.7841803601401698	1.7841803601401698
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.6	2.1115606011607535	2.1115606011607535
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.7	2.526034121274359	2.526034121274359
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.8	3.1097038666947965	3.1097038666947965
3009201	p-tsh	mu/l	mu/l	FALSE	31080	131511	0.9	4.204447653943093	4.204447653943093
3002385	e-rdw	%	%	FALSE	34921	583809	0.1	12.489502717995308	12.489502717995308
3002385	e-rdw	%	%	FALSE	34921	583809	0.2	13	13
3002385	e-rdw	%	%	FALSE	34921	583809	0.3	13	13
3002385	e-rdw	%	%	FALSE	34921	583809	0.4	13.491785840821679	13.491785840821679
3002385	e-rdw	%	%	FALSE	34921	583809	0.5	14	14
3002385	e-rdw	%	%	FALSE	34921	583809	0.6	14.016292644322137	14.016292644322137
3002385	e-rdw	%	%	FALSE	34921	583809	0.7	14.999994829370133	14.999994829370133
3002385	e-rdw	%	%	FALSE	34921	583809	0.8	15.814483158428677	15.814483158428677
3002385	e-rdw	%	%	FALSE	34921	583809	0.9	17.011698549273657	17.011698549273657
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.1	12.95282063224531	12.95282063224531
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.2	15.90065230924744	15.90065230924744
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.3	18.511083689951136	18.511083689951136
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.4	21.220588962706156	21.220588962706156
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.5	24.263826089082038	24.263826089082038
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.6	28.00015143597182	28.00015143597182
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.7	33.140749776784645	33.140749776784645
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.8	41.57237319193887	41.57237319193887
3006923	p-alat	u/l	u/l	FALSE	40941	433940	0.9	60.89503663438984	60.89503663438984
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.1	5.018850481158726	5.018850481158726
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.2	5.270672352802745	5.270672352802745
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.3	5.465491197296959	5.465491197296959
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.4	5.648006586496519	5.648006586496519
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.5	5.8449011864512626	5.8449011864512626
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.6	6.072447858273838	6.072447858273838
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.7	6.388044356575934	6.388044356575934
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.8	6.860510786175742	6.860510786175742
3018251	fp-gluk	mmol/l	mmol/l	FALSE	37490	152727	0.9	7.862844152617959	7.862844152617959
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.1	3.4965245412867336	3.4965245412867336
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.2	3.688129268759566	3.688129268759566
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.3	3.7999966817530986	3.7999966817530986
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.4	3.8999943604542735	3.8999943604542735
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.5	3.9999862574520813	3.9999862574520813
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.6	4.099991257085944	4.099991257085944
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.7	4.199998041928026	4.199998041928026
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.8	4.346940460731404	4.346940460731404
3023103	p-k	mmol/l	mmol/l	FALSE	41275	673699	0.9	4.569602595653327	4.569602595653327
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.1	133.90832006432277	133.90832006432277
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.2	136.2658027680578	136.2658027680578
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.3	137.9796057094446	137.9796057094446
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.4	138.98742555497793	138.98742555497793
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.5	139.95134521234402	139.95134521234402
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.6	140.00020813792682	140.00020813792682
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.7	141	141
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.8	141.99999328863657	141.99999328863657
3019550	p-na	mmol/l	mmol/l	FALSE	41347	670020	0.9	143.00002114680794	143.00002114680794
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.1	17.460844816699478	17.460844816699478
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.2	23.42483855390014	23.42483855390014
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.3	29.624615250328475	29.624615250328475
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.4	35.814096661775494	35.814096661775494
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.5	44.630238726790445	44.630238726790445
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.6	55.87733241397727	55.87733241397727
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.7	70.82426771511818	70.82426771511818
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.8	97.65258325552443	97.65258325552443
3049714	s-pinp	ug/l	ug/l	FALSE	164	354	0.9	177.96850295673826	177.96850295673826
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.1	0.7058131820797049	0.7058131820797049
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.2	0.8420654987597426	0.8420654987597426
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.3	0.9702180143799335	0.9702180143799335
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.4	1.0994936782556668	1.0994936782556668
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.5	1.2395402924782066	1.2395402924782066
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.6	1.4087932281540156	1.4087932281540156
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.7	1.621236548831395	1.621236548831395
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.8	1.9308487309571734	1.9308487309571734
3025839	p-trigly	mmol/l	mmol/l	FALSE	11274	21953	0.9	2.4904959542228915	2.4904959542228915
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.1	53.36310908753149	53.36310908753149
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.2	60.06680603999289	60.06680603999289
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.3	65.39085098683346	65.39085098683346
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.4	70.45341470923995	70.45341470923995
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.5	75.85365220802426	75.85365220802426
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.6	82.17153419693658	82.17153419693658
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.7	90.4759685053662	90.4759685053662
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.8	103.74235331773683	103.74235331773683
3020564	p-krea	umol/l	umol/l	FALSE	40671	708738	0.9	136.65071724695056	136.65071724695056
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.1	32.9491594402095	32.9491594402095
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.2	35.00655972652561	35.00655972652561
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.3	36.64448529856702	36.64448529856702
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.4	38.029732378156275	38.029732378156275
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.5	39.78501226280036	39.78501226280036
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.6	41.595520458037754	41.595520458037754
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.7	44.58764476390286	44.58764476390286
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.8	49.73474874476641	49.73474874476641
3004410	b-hba1c	mmol/mol	mmol/mol	FALSE	37069	161958	0.9	59.867326365289024	59.867326365289024
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.1	3.030678968498024	3.030678968498024
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.2	3.4166146503222645	3.4166146503222645
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.3	3.7355037742915256	3.7355037742915256
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.4	4.030065122870255	4.030065122870255
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.5	4.328246627882616	4.328246627882616
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.6	4.638991313753466	4.638991313753466
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.7	4.973421377399199	4.973421377399199
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.8	5.372853604845008	5.372853604845008
3019900	p-kol	mmol/l	mmol/l	FALSE	11706	23531	0.9	5.9185065485434825	5.9185065485434825
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.1	0.9571472554018219	0.9571472554018219
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.2	1.0887581581310843	1.0887581581310843
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.3	1.196286395224747	1.196286395224747
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.4	1.2969249296469558	1.2969249296469558
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.5	1.3978622216255927	1.3978622216255927
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.6	1.5064190969605935	1.5064190969605935
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.7	1.6327899040746545	1.6327899040746545
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.8	1.790810321544955	1.790810321544955
3023602	p-kol-hdl	mmol/l	mmol/l	FALSE	11294	22123	0.9	2.0247282202658394	2.0247282202658394
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.1	1.291594926384686	1.291594926384686
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.2	1.554604349989704	1.554604349989704
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.3	1.7846619661474266	1.7846619661474266
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.4	2.017928165932772	2.017928165932772
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.5	2.2726322597551953	2.2726322597551953
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.6	2.556223216009994	2.556223216009994
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.7	2.8898392156714148	2.8898392156714148
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.8	3.289208874475622	3.289208874475622
3001308	p-kol-ldl	mmol/l	mmol/l	FALSE	13716	34081	0.9	3.8282058021257317	3.8282058021257317
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.1	3.072267075782931	3.072267075782931
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.2	4.061413588772552	4.061413588772552
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.3	4.940817464186984	4.940817464186984
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.4	5.845158480904584	5.845158480904584
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.5	6.800512126810042	6.800512126810042
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.6	7.915808410240887	7.915808410240887
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.7	9.296257281060333	9.296257281060333
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.8	11.15590130030114	11.15590130030114
3009508	u-krea	mmol/l	mmol/l	FALSE	12079	38918	0.9	14.183690614302705	14.183690614302705
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.1	5.090239599806543	5.090239599806543
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.2	5.481230872121828	5.481230872121828
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.3	5.818089539593951	5.818089539593951
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.4	6.182539589029843	6.182539589029843
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.5	6.599129495058059	6.599129495058059
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.6	7.13210976542879	7.13210976542879
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.7	7.831873249165008	7.831873249165008
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.8	8.837160937138544	8.837160937138544
3013826	p-gluk	mmol/l	mmol/l	FALSE	24124	118764	0.9	10.802959049266404	10.802959049266404
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.1	26.19889555853793	26.19889555853793
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.2	33.97774782987144	33.97774782987144
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.3	40.35601378948436	40.35601378948436
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.4	46.25941426039151	46.25941426039151
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.5	52.37298834580736	52.37298834580736
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.6	59.20108809676891	59.20108809676891
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.7	67.68490425959904	67.68490425959904
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.8	79.77788013317327	79.77788013317327
3016771	p-amyl	u/l	u/l	FALSE	12701	34283	0.9	104.75764596974813	104.75764596974813
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.1	4.9993875909947665	4.9993875909947665
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.2	6.002417800037844	6.002417800037844
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.3	7.0035450858264525	7.0035450858264525
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.4	8.009223663757712	8.009223663757712
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.5	9.145997178742762	9.145997178742762
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.6	10.918167437768815	10.918167437768815
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.7	12.96062048290149	12.96062048290149
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.8	16.548015144270806	16.548015144270806
3006140	p-bil	umol/l	umol/l	FALSE	21449	137297	0.9	24.986488898705435	24.986488898705435
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.1	14.557188248186785	14.557188248186785
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.2	18.657495473220106	18.657495473220106
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.3	23.048325979256163	23.048325979256163
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.4	28.60149202454581	28.60149202454581
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.5	36.07926109357064	36.07926109357064
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.6	47.25829310268133	47.25829310268133
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.7	65.75990662566953	65.75990662566953
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.8	101.2851358956373	101.2851358956373
3026910	p-gt	u/l	u/l	FALSE	23090	71655	0.9	195.48140356271637	195.48140356271637
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.1	24.720789701589776	24.720789701589776
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.2	28.892076119852447	28.892076119852447
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.3	31.899279901403727	31.899279901403727
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.4	33.91703998683977	33.91703998683977
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.5	35.379394160098066	35.379394160098066
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.6	36.978597512945385	36.978597512945385
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.7	38.03266082484114	38.03266082484114
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.8	39.47195883521583	39.47195883521583
3024561	p-alb	g/l	g/l	FALSE	17228	87040	0.9	41.06893927874298	41.06893927874298
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.1	19.901282466449196	19.901282466449196
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.2	36.25599295991871	36.25599295991871
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.3	58.018998555394646	58.018998555394646
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.4	88.41343983009092	88.41343983009092
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.5	132.21322650258168	132.21322650258168
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.6	195.75288879121518	195.75288879121518
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.7	292.0371843159073	292.0371843159073
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.8	465.57480083960775	465.57480083960775
3011960	p-bnp	ng/l	ng/l	FALSE	2968	8850	0.9	902.187290868529	902.187290868529
3029187	p-probnp	ng/l	ng/l	FALSE	10233	31746	0.1	81.19616685508399	81.19616685508399
3029187	p-probnp	ng/l	ng/l	FALSE	10233	31746	0.2	146.39582416630668	146.39582416630668
3029187	p-probnp	ng/l	ng/l	FALSE	10233	31746	0.3	247.62897714900333	247.62897714900333
3029187	p-probnp	ng/l	ng/l	FALSE	10233	31746	0.4	415.79389418703323	415.79389418703323
3029187	p-probnp	ng/l	ng/l	FALSE	10233	31746	0.5	698.770063938234	698.770063938234
3029187	p-probnp	ng/l	ng/l	FALSE	10233	31746	0.6	1148.8990237667633	1148.8990237667633
