OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	n_TEST_OUTCOME	n_subjects
-1	-cyp4f2			FALSE	1110	1078
-1	-cyp4f2			TRUE	340	336
-1	-d-dimqpik			FALSE	10	7
-1	-dermatofyytitryhmä,nukleiinihappo(kval)			FALSE	45	44
-1	-dermatofyytti(silsasieni),nukleiinihappo			FALSE	19	17
-1	-dermnho			FALSE	581	545
-1	-desialotransferriini	mg/l	mg/l	FALSE	36	34
-1	-diagn.			FALSE	709	589
-1	-diagn..			FALSE	99	79
-1	-dialyysinjälkeen,p-urea	mmol/l	mmol/l	FALSE	51	44
-1	-diffi			FALSE	360	312
-1	-dnaex			FALSE	316	290
-1	-dpyd			FALSE	1450	1403
1001833	-ebvnh			FALSE	96	75
1001833	-ebvnh	u/ml	u/ml	FALSE	6	6
-1	-eflonho			FALSE	79	73
-1	-emcilia			FALSE	6	6
-1	-ennendialyysiä,p-urea	mmol/l	mmol/l	FALSE	60	49
3013115	-eos	%	%	FALSE	312	105
-1	-epflnho			FALSE	7	6
-1	-epidermophytonfloccosum,nukleiinihappo			FALSE	20	18
-1	-epidermophytonfloccosum,nukleiinihappo(kval)			FALSE	46	45
-1	-epidermophytonfloccosumnho			FALSE	35	32
-1	-epit			FALSE	6	6
-1	-eryt			FALSE	367	319
-1	-esblvi			FALSE	763	406
3016881	-evirnho			FALSE	851	526
-1	-extem/a10	mm	mm	FALSE	60	50
-1	-extem/a15	mm	mm	FALSE	55	46
-1	-extem/a5	mm	mm	FALSE	54	47
-1	-extem/cft	s	s	FALSE	41	33
-1	-extem/ct	s	s	FALSE	30	26
-1	-extem/mcf	mm	mm	FALSE	43	37
-1	-extem/ml	%	%	FALSE	12	7
-1	-fibrillarin(ib)			FALSE	30	30
-1	-fibtem/mcf	mm	mm	FALSE	12	10
-1	-fidd-vt			FALSE	22	19
-1	-fish-s			FALSE	35	31
-1	-fossadouglas-näytteensolututkimus			FALSE	13	13
-1	-foundationone,kudoksesta			FALSE	12	12
3036048	-frtuab			FALSE	240	218
3036048	-frtuab	titre	titre	FALSE	60	44
-1	-fuusiogeenitutkimuskiinteillekasvaimille,pcr-menetelmällä			FALSE	10	10
-1	-gamma-globuliini,elektroforeesifraktio,osatutk2522	g/l	g/l	FALSE	14	13
-1	-gammaglobuliini,seerumi,elektroforeesifraktio	g/l	g/l	FALSE	514	121
-1	-gardnerellavaginalis,nukleiinihappo			FALSE	270	241
3011371	-gcnho			FALSE	21853	11188
3028334	-gcvi			FALSE	509	324
-1	-genuusl			FALSE	38	36
-1	-ghba1c-vt			FALSE	14	13
-1	-gluk	mmol/l	mmol/l	FALSE	9	9
-1	-gluk-1h	mmol/l	mmol/l	FALSE	6	6
-1	-glutamyylitransferaasi-desialotransferriini-indeksi			TRUE	720	555
-1	-glutamyylitransferaasi-desialotransferriini-indeksi			FALSE	6	6
3052851	-h-ind			TRUE	8514	2372
-1	-hbpika			FALSE	10	9
3032567	-hbvnh			FALSE	37	37
-1	-hcgbsuh			FALSE	841	217
-1	-hcgbsuh	%	%	FALSE	105	40
-1	-hcvnho			FALSE	106	94
-1	-hdl/kol	%	%	FALSE	915	856
-1	-hdl/kol.	%	%	FALSE	1235	1120
-1	-hdl/kol.			FALSE	6	6
-1	-hematologisenpotilaandiagnoosivaiheenfish-tutkimus			FALSE	28	28
-1	-hematologisenpotilaanfish-jäännöstautianalyysi			FALSE	8	6
-1	-hemoglobiinipika			FALSE	26	20
-1	-hepynho			FALSE	1376	1270
-1	-hermosäietutkimus			FALSE	18	18
-1	-herpessimplex-virus,nukleiinihaponosoitus			FALSE	11	10
-1	-herpessimplex-virus1,nukleiinihappo			FALSE	16	16
-1	-herpessimplex2,nukleiinihappo			FALSE	16	16
-1	-herpessimplexvirus,nukleiinihaponosoitus			FALSE	10	10
-1	-herpessimplexvirus,nukleiinihappo(kval)			FALSE	15	15
-1	-hhpvgt			FALSE	423	399
3025130	-hhpvnho			FALSE	7075	4122
-1	-hhpvty			FALSE	423	399
3035401	-hhv6nh			FALSE	30	26
-1	-hhv8nho			FALSE	10	9
-1	-hhvnh2			FALSE	13	12
-1	-hiiva,viljely			FALSE	43	39
-1	-hinfnho			FALSE	12	12
40764127	-hinnho			FALSE	14	14
-1	-histologinensolublokkisytologisestanäytteestä			FALSE	64	57
-1	-hivabct			FALSE	7	6
-1	-hivagab			FALSE	6	6
-1	-hmpvag			FALSE	44	36
-1	-hmpvnh			FALSE	13	12
3042194	-hmpvnho			FALSE	1042	667
3029511	-hpvnho			FALSE	1752	1168
-1	-hpvnhty			FALSE	61	57
-1	-hpvseul			FALSE	275	250
-1	-hr16nho			FALSE	16	16
-1	-hr18nho			FALSE	9	9
-1	-hrnho			FALSE	20	20
-1	-hsv1nho			FALSE	22	22
-1	-hsv2nho			FALSE	16	16
3001964	-hsvag			FALSE	75	74
3028369	-hsvnho			FALSE	1969	1752
3010254	-hsvpvi			FALSE	174	165
-1	-hsvvi			FALSE	257	256
-1	-humaanimetapneumovirus,nukleiinihappo(kval)			FALSE	9	9
-1	-humanpapillomavirusgenotyyppi16			FALSE	32	27
-1	-humanpapillomavirusgenotyyppi18			FALSE	19	19
-1	-humanpapillomavirusgenotyyppimuupatogeeninenhpv			FALSE	60	49
3051651	-i-ind			TRUE	58	58
-1	-icsi			FALSE	48	44
-1	-imm-ong			FALSE	78	72
-1	-immunoglobuliini,alaluokkag1	g/l	g/l	FALSE	26	18
-1	-inabnho			FALSE	246	241
-1	-inabrsnho			FALSE	7	7
-1	-inabrsv			FALSE	1654	1439
-1	-inanhoho			FALSE	70	70
-1	-inbnho			FALSE	7	7
-1	-inbnhoho			FALSE	30	30
3002523	-infaag			FALSE	102	93
3024891	-infabag			FALSE	210	207
-1	-infabnh			FALSE	111	108
-1	-infabrs			FALSE	7	7
-1	-infabrsv			FALSE	36	34
-1	-infah03			FALSE	6	6
-1	-infah09			FALSE	9	9
-1	-infah1			FALSE	9	9
3044938	-infanho			FALSE	32931	20444
-1	-infavt			FALSE	87	86
3003740	-infbag			FALSE	70	61
3038288	-infbnho			FALSE	27991	16450
-1	-influenssaa,b,rsvjacovid-19nukleiinihappo(kval)			FALSE	723	660
-1	-influenssaa,b,rsvjacovid-19nukleiinihappo(kval),osatutk			FALSE	8	8
-1	-influenssaa-rna-osoitus			FALSE	37	37
-1	-influenssaa-virus(a/h-2009),variantti,nho(kval)			FALSE	24	24
-1	-influenssaa-virus(a/h3),variantti,nho(kval)			FALSE	19	19
-1	-influenssaa-virus,nukleiinihappo(kval)			FALSE	87	85
-1	-influenssaa-virus,nukleiinihappo(kval),osatutkimus8577			FALSE	19	17
-1	-influenssaa-virus,nukleiinihappo(kval)sis.h7n9)			FALSE	6	6
-1	-influenssaa/b,rsvjacovid-19-koronavirus,poc-nukleiinihaponosoitus(kval)			FALSE	12	11
-1	-influenssaah1nho(kval)			FALSE	16	16
-1	-influenssaavirus,antigeeni			FALSE	22	22
-1	-influenssaavirus,nukleiinihaponosoitus			FALSE	24	24
-1	-influenssaavirus,nukleiinihappo(kval)			FALSE	132	127
-1	-influenssab,nukleiinihappo(kval)			FALSE	8	8
-1	-influenssab,osoitus,osatutk.8577			FALSE	12	10
-1	-influenssab,osoitus,osatutk.8818			FALSE	22	20
-1	-influenssab-virus,nukleiinihappo(kval)			FALSE	2116	1541
-1	-influenssabvirus,antigeeni			FALSE	18	18
-1	-influenssabvirus,nukleiinihappo(kval)			FALSE	8	7
-1	-influenssavirus,nukleiinihaponosoitus			FALSE	25	25
-1	-influenssavirus,nukleiinihaponosoitus.			FALSE	16	13
-1	-infnho.			FALSE	8	7
-1	-infrpak			FALSE	944	840
-1	-infrsvnho			FALSE	54	54
40757373	-infvnho			FALSE	11	10
-1	-inrscov			FALSE	52	49
-1	-intem/a10	mm	mm	FALSE	11	9
-1	-intem/a15	mm	mm	FALSE	11	9
-1	-intem/a5	mm	mm	FALSE	10	8
-1	-intem/cft	s	s	FALSE	9	7
-1	-intem/mcf	mm	mm	FALSE	8	6
-1	-irtosolututkimus			FALSE	12	12
-1	-ivf-bl			FALSE	40	40
-1	-ivf-et			FALSE	136	125
-1	-jc-virusnukleiinihappo(kvant)			FALSE	60	32
-1	-jo-1			FALSE	17	13
-1	-kalium,vieritutkimus	mmol/l	mmol/l	FALSE	6	6
3016431	-kalsium,ionisoitunut,korjattuph7,40	mmol/l	mmol/l	FALSE	40	37
3021347	-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	mmol/l	FALSE	41	38
-1	-kat-vi			FALSE	45	42
-1	-kiire			FALSE	8	8
-1	-kol/adp	s	s	FALSE	12	9
-1	-kol/adr	s	s	FALSE	10	8
-1	-kor229e			FALSE	17	17
-1	-korhku1			FALSE	9	9
-1	-korinho			FALSE	11	11
-1	-kornl63			FALSE	24	24
-1	-koroag			FALSE	53	44
-1	-koroc43			FALSE	23	22
-1	-koronaviruksen(covid-19)nukleiinihappo-osoitus			FALSE	7	7
-1	-koronavirus,nukleiinihappo(kval)			FALSE	9	9
-1	-koronavirus229e,nho			FALSE	15	15
-1	-koronavirus229e,nukleiinihaponosoitus			FALSE	208	125
-1	-koronavirushku1,nho			FALSE	20	17
-1	-koronavirusnl63,nho			FALSE	19	19
-1	-koronavirusnl63,nukleiinihaponosoitus			FALSE	210	127
-1	-koronavirusoc43,nho			FALSE	31	27
-1	-koronavirusoc43,nukleiinihaponosoitus			FALSE	214	129
-1	-koronavirusoc43,nukleiinihappo			FALSE	15	15
3042596	-koronho			FALSE	981	610
-1	-kras-geeninmutaationmääritys			FALSE	13	13
-1	-krea	umol/l	umol/l	FALSE	270	217
-1	-krea			FALSE	7	6
-1	-kreatiniini,vieritutkimus	umol/l	umol/l	FALSE	37	28
-1	-kt/v,daugirdaksenkaava			TRUE	48	44
-1	-ku72/86			FALSE	12	8
-1	-kudosnäytteenhistologinentutkimus,makropreparaatti			FALSE	106	105
-1	-kylskåp			FALSE	8	6
3051611	-l-ind			TRUE	4729	1830
-1	-lak/sak			FALSE	16	15
-1	-ld	u/l	u/l	FALSE	17	15
-1	-leginho			FALSE	122	107
-1	-legionellapneumophila,legionellaspp.os.			FALSE	9	9
3037692	-legivi			FALSE	20	18
3020565	-lepnnho			FALSE	155	150
-1	-leuk			FALSE	370	322
-1	-liik.ab	%	%	FALSE	35	34
-1	-liik.abc	%	%	FALSE	35	34
3014043	-liik.im	%	%	FALSE	2232	722
3014043	-liik.np	%	%	FALSE	2231	721
40761995	-liik.pr	%	%	FALSE	2756	928
-1	-liik.pr			FALSE	45	41
-1	-linssi	u/ml	u/ml	FALSE	11	10
3020356	-listvi			FALSE	92	73
-1	-lisäma1			FALSE	245	239
-1	-lisäma2			FALSE	27	27
-1	-lisämaksukiireellisenäpyydetyllenäytteelle			FALSE	177	166
-1	-lisätutkimuspyyntöaiemmintutkitullenäytteelle			FALSE	64	54
-1	-lisävastaus2laskutuskuitatullenäytteelle			FALSE	135	129
-1	-lisävastaus3laskutuskuitatullenäytteelle			FALSE	26	26
-1	-lisävastaus4laskutuskuitatullenäytteelle			FALSE	11	11
3019284	-lisävastauslaskutuskuitatullenäytteelle			FALSE	880	782
-1	-llajitt			FALSE	144	137
-1	-lmark			FALSE	10	10
3002030	-lymph	%	%	FALSE	251	101
-1	-m-komponentti-1,seerumi,elektroforeesifraktio(g/l)	g/l	g/l	FALSE	233	55
-1	-matolm			FALSE	32	27
-1	-maudnho			FALSE	78	72
-1	-mcannho			FALSE	78	72
-1	-mdrsvi			FALSE	914	508
-1	-merscov			FALSE	11	10
-1	-metapneumovirus,nukleiinihaponosoitus			FALSE	219	136
-1	-metapneumovirus,nukleiinihappo(kval)			FALSE	24	24
-1	-metisilliiniresistenttistaph.aureus,viljelynenästä			FALSE	135	69
-1	-metisilliiniresistenttistaph.aureus,viljelynielusta			FALSE	134	69
-1	-metisilliiniresistenttistaph.aureus,viljelyperineumista			FALSE	134	68
-1	-mi-2b			FALSE	12	11
-1	-micanho			FALSE	6	6
-1	-microsporumaudouinii,nukleiinihappo			FALSE	20	18
-1	-microsporumaudouiniinho			FALSE	35	32
-1	-microsporumcanis,nukleiinihappo(kval)			FALSE	46	45
-1	-microsporumcanis/ferrugineum,nukleiinihappo			FALSE	20	18
-1	-microsporumcanis/ferrugineumnho			FALSE	23	23
-1	-moniresistentitgramnegatiivisetsauvat,jatkoviljely			FALSE	12	8
3001604	-mono	%	%	FALSE	495	169
-1	-morbnho			FALSE	13	13
-1	-mrsajvi			FALSE	33	31
-1	-mrsanho			FALSE	11	9
3019902	-mrsavi			FALSE	7835	3352
-1	-mrsavine			FALSE	108	65
-1	-mrsavini			FALSE	104	62
-1	-mycobacteriumtuberculosis,viljely			FALSE	20	14
-1	-mycohe			FALSE	171	128
-1	-mycoplasmagenitalium,nukleiinihappo(kval),refleksinäherkkyysmääritys			FALSE	88	81
-1	-mycoplasmapneumoniae,nukleiinihappo(kval)			FALSE	18	18
36659890	-mycoty			FALSE	52	47
-1	-mygehe			FALSE	103	96
-1	-mygenho			FALSE	392	345
-1	-myhecp			FALSE	100	87
-1	-myhonho			FALSE	23	15
-1	-mypnhe			FALSE	101	88
3002482	-mypnnho			FALSE	946	750
-1	-myrkyt			FALSE	94	80
-1	-nannizziagypseanho			FALSE	9	8
-1	-natiivi,ovalbumiini/ovalbumin	u/ml	u/ml	FALSE	6	6
-1	-natrium,vieritutkimus	mmol/l	mmol/l	FALSE	20	17
-1	-ncovnhj			FALSE	148	146
586526	-ncovnho			FALSE	457	386
-1	-neisseriagonorrhoeae,nukl.os.(kval)			FALSE	25	21
-1	-neisseriagonorrhoeae,nukleiinihappo(kval)			FALSE	41	34
-1	-neisseriagonorrhoeae,nukleiinihappokotona(kval)			FALSE	4817	2703
-1	-neursyf			FALSE	42	37
3017732	-neut	%	%	FALSE	132	65
-1	-ngs-geenitutkimus,laskutuskulloisenkinpaneelinmukainen			FALSE	25	25
-1	-niskaturvotus	mm	mm	FALSE	9	9
-1	-nivenho			FALSE	36	34
-1	-nocavi			FALSE	167	134
-1	-nor90(ib)			FALSE	30	30
3005033	-nt			TRUE	707	668
3005033	-nt	mm	mm	FALSE	3360	3024
3005033	-nt			FALSE	180	174
-1	-nudt15			FALSE	1417	1371
-1	-nudt15			TRUE	33	32
-1	-palovvi			FALSE	280	70
-1	-pan-dermatofyyttinho			FALSE	9	8
-1	-papilloomavirus(hpv),nukleiinihappo(kval),suu			FALSE	116	83
-1	-papilloomavirus(hpv),suurenriskin,dna-osoitus			FALSE	690	528
-1	-papilloomavirus,muukorkeanriskintyyppi			FALSE	11	11
-1	-papilloomavirus,nukleiinihappo(kval)			FALSE	31	23
-1	-para-o			FALSE	8	7
-1	-parainfluenssa1-virus,nukleiinihappo(kval)			FALSE	10	10
-1	-parainfluenssa1virus,nukleiinihaponosoittaminen(kval)			FALSE	212	125
-1	-parainfluenssa2-virus,nukleiinihappo(kval)			FALSE	9	9
-1	-parainfluenssa2virus,nukleiinihaponosoittaminen(kval)			FALSE	208	125
-1	-parainfluenssa3-virus,nukleiinihappo(kval)			FALSE	12	12
-1	-parainfluenssa3virus,nukleiinihaponosoittaminen(kval)			FALSE	219	134
-1	-parainfluenssa3virus,nukleiinihappo(kval)			FALSE	7	6
-1	-parainfluenssa4-virus,nukleiinihappo(kval)			FALSE	10	10
-1	-parainfluenssa4virus,nukleiinihaponosoitus			FALSE	210	126
-1	-parinfluenssa3-virus,nukleiinihappo			FALSE	13	13
-1	-pat			FALSE	11	11
-1	-pdgfr(ib)			FALSE	30	30
-1	-pekaanipähkinä	u/ml	u/ml	FALSE	8	8
-1	-pes.jäl			FALSE	824	442
-1	-pes.til	ml	ml	FALSE	796	431
-1	-ph			TRUE	879	697
-1	-ph			FALSE	25	22
-1	-piconh0			FALSE	10	10
-1	-piconho			FALSE	30	29
-1	-pikacrp	mg/l	mg/l	FALSE	47	38
44790047	-pin1nho			FALSE	970	601
44790048	-pin2nho			FALSE	965	596
3005880	-pin3ag			FALSE	9	9
44790049	-pin3nho			FALSE	1041	659
44806118	-pin4nho			FALSE	967	598
-1	-pinf1ag			FALSE	53	44
-1	-pinf2ag			FALSE	54	45
-1	-pinf3ag			FALSE	53	44
40764126	-pinfnho			FALSE	17	16
-1	-pistaasi(manteli)	u/ml	u/ml	FALSE	12	12
-1	-pl-7			FALSE	19	11
3009595	-pncanho			FALSE	1084	694
-1	-pneumocystisjirovecii,nukleiinihaponosoitus			FALSE	13	10
36031861	-pocabrc			FALSE	23514	13844
-1	-pocabrc,-cv19nho			FALSE	193	154
-1	-pocabrc,-infanho			FALSE	54	49
586526	-poccv19			FALSE	6656	4894
-1	-polyomavirus(jcv,bkv),nukleiinihaponos.(pcr)kvant.			FALSE	28	9
-1	-polyomavirus,nukleiinihappo(kvant)			FALSE	58	31
-1	-potilaantunnistus			FALSE	24	24
-1	-povnh			FALSE	72	15
-1	-poxnho			FALSE	14	14
-1	-poxpak			FALSE	12	12
-1	-pr+np	%	%	FALSE	948	712
-1	-pregnlo	nmol/l	nmol/l	FALSE	35	30
3029187	-probnppoc	ng/l	ng/l	FALSE	14	11
-1	-prot	g/l	g/l	FALSE	24	23
3001784	-psa-v/t	%	%	FALSE	48	28
-1	-punktionesteenimmunofenotyypitys			FALSE	9	7
-1	-pvlnho			FALSE	29	24
-1	-pyör.s.			FALSE	766	624
-1	-päivystyslisäkolmestatutkimuksesta			FALSE	18	17
-1	-rbaknho			FALSE	14	14
-1	-resistentitgramnegatiivisetsauvat,viljely			FALSE	24	18
-1	-respiratorisetvirukset,nukleiinihaponosoittaminen(kval)			FALSE	208	125
-1	-respiratoristenmikrobientutkimus			FALSE	159	133
-1	-respiratorysyncytial-virus,nukl.happo			FALSE	8	8
-1	-respiratorysyncytial-virus,nukleiinihappo(kval)			FALSE	22	20
-1	-respiratorysyncytial-virus,nukleiinihappo(kval),osatutkimus8577			FALSE	12	10
-1	-respiratorysyncytialavirus,nukleiinihaponosoittaminen(kval)			FALSE	210	127
-1	-respiratorysyncytialbvirus,nukleiinihaponosoittaminen(kval)			FALSE	213	127
-1	-respnho			FALSE	402	285
-1	-riennho			FALSE	34	31
-1	-rievnho			FALSE	470	340
-1	-rino-/enterovirus,nukleiinihappo(kval)			FALSE	24	23
-1	-rino/enterovirus,nho			FALSE	86	71
-1	-rino/enterovirus,nukleiinihappo			FALSE	31	30
3025023	-rinonho			FALSE	1331	782
-1	-rmiknho			FALSE	12	11
-1	-ro52(ssa)			FALSE	54	52
-1	-ro52ssa			FALSE	10	7
-1	-rp11(ib)			FALSE	30	30
-1	-rp155(ib)			FALSE	30	30
-1	-rs-virus,nukleiinihappo(kval)			FALSE	71	70
3001684	-rsvag			FALSE	65	56
-1	-rsvanho			FALSE	9	9
-1	-rsvbnho			FALSE	11	11
3043924	-rsvnho			FALSE	30475	18414
-1	-rsvvt			FALSE	31	31
-1	-rvirag			FALSE	434	316
3030692	-rvirnho			FALSE	171	136
-1	-s.yht.	e6	e6	FALSE	209	151
-1	-s.yht.			TRUE	829	664
-1	-s.yht.			FALSE	77	65
-1	-sameus			FALSE	799	650
-1	-scl-70-ab(ib)			FALSE	30	30
-1	-scopulariopsisbrevicaulisnho			FALSE	9	8
-1	-selvittelytyö;eipyyntöä/lähetettä			FALSE	14	14
-1	-selvtyö			FALSE	17	17
-1	-seulontakolonoskopianäytteidenhistologinentutkimus,1-7näytteenottokohtaa			FALSE	60	60
-1	-sien-vr			FALSE	6	6
-1	-sieni,natiivivalmiste			FALSE	236	200
-1	-sieni,viljely			FALSE	55	50
-1	-sieni,viljelyjanatiivi			FALSE	8	8
-1	-sieni,värjäys			FALSE	19	19
-1	-sieninho,dermatofyytit,nukleonihappo-osoitus(kval)			FALSE	16	15
-1	-sieniviljely(pi)			FALSE	13	11
-1	-sienlm			FALSE	37	34
-1	-sienna			FALSE	73	70
-1	-siennho			FALSE	477	258
