OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT_PREFIX	MEASUREMENT_UNIT	IS_EXTRACTED	MEASUREMENT_UNIT_HARMONIZED	omopQuantity	CONVERSION_FACTOR	n_records	n_subjects
-1	du-mta			TRUE				15	13
-1	forfatidyylietanoli,verestä	umol/l	umol/l	FALSE				13	9
-1	pt-gluk-t7			FALSE				15	10
-1	pt-pept-t4			FALSE				14	9
-1	ts-krasgeeninpistemutaatio			FALSE				6	6
-1	b-c9orf72	form	form	FALSE				12	12
-1	-transferriininrautakyllästeisyys	%	%	FALSE				11	10
3051714	fibriinind-dimeerit,pikatesti,veri(23283b-fidd-pt)			FALSE		Mass Concentration		6	6
-1	b-käsidiffi,morfologisetlöydökset			FALSE				10	10
-1	as-leukosyytit,liuskatumaiset	%	%	FALSE				77	30
-1	as-leukosyytit,yksitumaiset	%	%	FALSE				77	30
-1	uv-pco2			TRUE				16	16
-1	uv-po2			TRUE				16	16
-1	14153			FALSE				16	16
-1	p-tromboplastiiniaika-pika,inrpika-tulostus			FALSE				10	10
-1	s-yersiniaenterocoliticao:3,vasta-aineet	titre	titre	FALSE				6	6
-1	hemokromatoosimutaatioc282y,dna-tutkimusverestä			FALSE				6	6
-1	s-mkomponentti-2,seerumista	g/l	g/l	FALSE				12	8
-1	pt-arr	pmol/mu	pmol/mu	FALSE				23	21
-1	p-metanef			FALSE				12	12
-1	14390			FALSE				19	18
-1	s-pölyryhmä(phadiatop),igevasta-aineet	u/ml	u/ml	FALSE				6	6
-1	ihonimmunofluoresenssitutkimus			FALSE				8	7
-1	työpaikanhuumetutkimus6a			FALSE				32	25
-1	e-6-me-mp			FALSE				7	7
-1	k			TRUE				18	10
-1	ica			TRUE				18	11
-1	glu			TRUE				16	10
-1	s-bordetellapertusis,vasta-aineet			FALSE				7	7
-1	s-bordetellapertusis,igavasta-aineet			FALSE				7	7
-1	s-bordetellapertusis,iggvasta-aineet			FALSE				7	7
-1	varheriskinarviointi			FALSE				12	12
-1	u-albumiininjakreatiniininsuhde(virtsasta)			FALSE				13	13
-1	s-pennote	u/ml	u/ml	FALSE				13	13
3046914	u-jyvlier			TRUE		Number Areic (per area)		7	7
-1	p-inr-hy,osoitushoitoyksikössä			FALSE				89	6
-1	p-troptkone			FALSE				41	35
-1	iga-luokantransglutaminaasivasta-aineet			FALSE				19	19
-1	sieni,viljely,pinta			FALSE				8	8
-1	immunoglobuliinie,pölyseos	u/ml	u/ml	FALSE				6	6
-1	na	mg	mg	FALSE				17	17
-1	e-rdw(9057e-rdw),osatutkimus	%	%	FALSE				7	7
-1	basofiilit,osatutkimus(9112l-baso)	%	%	FALSE				6	6
-1	eosinofiilit,osatutkimus(9113l-eos)	%	%	FALSE				6	6
-1	l-ly,osatutkimus(9116l-ly)	%	%	FALSE				6	6
-1	monosyytit,osatutkimus(9117l-monos)	%	%	FALSE				6	6
-1	l-neut,osatutkimus(9122l-neut)	%	%	FALSE				6	6
3023103	p-k-ses			FALSE		Substance Concentration		16	15
3019550	p-na-ses			FALSE		Substance Concentration		16	15
-1	kopeptiini,seerumi			FALSE				11	6
-1	hoitajienhemoglobiinitutkimus			FALSE				14	11
-1	b-gluk-vt			FALSE				13	10
-1	fs-ihopaketti1,isotrem			FALSE				20	11
-1	ps-straag(oma)			FALSE				7	7
-1	-idh1-2mutaatiotesti			FALSE				6	6
3037522	tumavasta-aineet(2819s-ana)			FALSE		Titer		21	21
-1	-kudostutkimus			FALSE				8	7
-1	covid-19-koronavirustauti,vasta-aineet,paketti			FALSE				8	7
-1	li-ftaabs			FALSE				29	27
-1	s-cmv-abg			FALSE				7	6
-1	-mycobacterium,tyypitys			FALSE				36	26
-1	b-libipro			FALSE				59	11
-1	s-libipro			FALSE				52	9
-1	-resbaknho			FALSE				9	7
-1	s-biop			FALSE				26	26
-1	b-retikulosyytit,indeksi	osuus	osuus	FALSE				20	18
-1	b-beeta-hydroksibutyraatti,pikamääritys,verestä	mmol/l	mmol/l	FALSE				6	6
-1	b-hematologinenfuusiogeeniseulonta			FALSE				8	8
-1	u-prot,glu			FALSE				13	12
-1	audiogr.			FALSE				6	6
-1	u-opiaatit,seulonta(kval)			FALSE				37	34
-1	granulosyytit	%	%	FALSE				8	8
-1	muutsolut	%	%	FALSE				8	8
-1	respiratoristenvirustennukleiinihaponosoitus			FALSE				9	9
-1	11649	u/ml	u/ml	FALSE				18	17
-1	11650	u/ml	u/ml	FALSE				19	18
-1	u-huumeseulonta,kvalitatiivinenjapositiivistenvarmistus			FALSE				10	10
-1	pt-esofung			FALSE				38	36
-1	ab-happamuusaste	1	1	FALSE				8	7
-1	ab-oksihemoglobiini	%	%	FALSE				17	14
-1	pt-fev1			FALSE				7	7
-1	f-cl			FALSE				14	12
-1	-tyreoglobuliiniva	u/ml	u/ml	FALSE				14	12
-1	s-vzvabcf	titre	titre	FALSE				6	6
-1	pt-näontutkimus			FALSE				11	8
-1	ts-kudoksenhistol.tutkimus,erittäinlaajaprepar			FALSE				9	8
-1	s-kortisoli			FALSE				7	6
-1	s-prokollageenii:naminoterminaalinenpropeptidi	ug/l	ug/l	FALSE				14	10
-1	kollageni:nbeta-karboksiterminaalinentelopeptidi(ctx)	ug/l	ug/l	FALSE				12	11
-1	s-spho3ry	u/ml	u/ml	FALSE				6	6
-1	p-acth,oik	ng/l	ng/l	FALSE				43	11
-1	s-nipam			FALSE				6	6
-1	u-metadoni,varmistus			FALSE				12	8
3018405	ap-lakt			FALSE		Substance Concentration		18	17
-1	f-hepynho			FALSE				14	14
-1	huume-jalääkeaineseulonta,laaja,virtsasta			FALSE				7	6
-1	du-oligs			FALSE				17	15
-1	s-asetylkoliinireseptori,vasta-aineet,akor-va	nmol/l	nmol/l	FALSE				7	6
-1	!pak.maitoigavasta-aineet			FALSE				16	16
-1	p-tni-vt			TRUE				13	9
-1	s-pm1ab			FALSE				9	9
-1	b-cd34			FALSE				8	7
-1	allergeeni,heinäerittely/grässpecificeringgx1	u/ml	u/ml	FALSE				6	6
-1	allergeeni,kosteusvauriopaneeli/fuktskadepanel			FALSE				7	7
-1	allergeeni,pujo(siitepöly)/gråbo(pollen)w6	u/ml	u/ml	FALSE				12	12
-1	allergeeni,aspergillusversicolor(home/mögel)rm215	u/ml	u/ml	FALSE				7	7
-1	allergeeni,cladosporiumcladosporioides(home/mögel)rm216	u/ml	u/ml	FALSE				7	7
-1	allergeeni,pencilliumspp.(home/mögel)rm217	u/ml	u/ml	FALSE				7	7
-1	allergeeni,stachybotrysatra(home/mögel)rm214	u/ml	u/ml	FALSE				7	7
-1	allergeeni,trichodermaviride(home/mögel)m15	u/ml	u/ml	FALSE				7	7
-1	p-vonwillebrand-tekijä,antigeeni(vuotot-paketti)	%	%	FALSE				6	6
-1	s-sflt-1:njas-pigt:nsuhde			FALSE				11	11
-1	sy-neutrofiilit	%	%	FALSE				8	8
-1	ekg:npitkäaikaisrekisteröinti24h			FALSE				9	9
-1	dna:neristyskudoksesta			FALSE				8	8
-1	vb-hkr	osuus	osuus	FALSE				13	12
-1	vb-ca++7.4	mmol/l	mmol/l	FALSE				11	10
-1	vb-ca++	mmol/l	mmol/l	FALSE				13	12
3051252	fp-vip			TRUE		Substance Concentration		11	11
-1	s-valproaatti			FALSE				14	13
-1	spr-lausunto,vuototaipumustutkimus			FALSE				20	13
3026910	p-glutamyylitransferaasi			TRUE		Catalytic Concentration		11	10
-1	terveystarkastusseulontatutkimus			FALSE				13	10
-1	s-p�hpene	u/ml	u/ml	FALSE				9	9
-1	-bordetellapertussis,nukleiinih.os.(kval)			FALSE				6	6
-1	-parainfluenssa1,osoitus,osatutk.8818			FALSE				7	7
-1	-parainfluenssa3,osoitus,osatutk.8818			FALSE				7	7
-1	-bocavirus,osoitus,osatutk.8818			FALSE				7	7
-1	-koronavirus229e,osoitus,osatutk.8818			FALSE				7	7
-1	-koronavirushku1,osoitus,osatutk.8818			FALSE				6	6
-1	-rino/enterovirus,osoitus,osatutk.8818			FALSE				6	6
-1	s-par-abg			FALSE				29	20
-1	f-tbvi			FALSE				20	14
-1	s-afosma	u/l	u/l	FALSE				9	9
-1	glukoosi.itse			FALSE				8	8
-1	genetiikanesikäsittely,luuydin			FALSE				11	8
-1	p-fibriinind-dimeerit,vieritestihoitoyksikössä	mg/l	mg/l	FALSE				10	10
-1	diabeetikonvuosikontrol			FALSE				12	12
-1	b-munuaisensiirtopotilaanhla1tutkimuspaketti			FALSE				17	16
-1	s-hepatiittib-virus,vasta-aineetydinantigeeni			FALSE				7	7
-1	f-tutk			FALSE				20	14
-1	pt-alavduä			FALSE				14	13
-1	p-fibriinind-dimeerit,vieritutkimus	mg/l	mg/l	FALSE				8	8
-1	p-natriureettinenpeptidi,b-tyypinn-terminaalinenpropeptidivieritutkimus	ng/l	ng/l	FALSE				6	6
-1	munuaisenhistologinentutkimu			FALSE				10	9
-1	beeta-hydroksibutyraatti,vieritutkimus			TRUE				12	8
-1	s-ovarab	titre	titre	FALSE				8	8
-1	b-myel.leukem.somaattisetmuutokset,geenipaneeli			FALSE				10	10
-1	tularemia(francisellatularensis),vasta-aineet,seerumista			FALSE				12	12
-1	antistreptolysiini,seerumista			FALSE				14	14
-1	kudosantigeenib27,lymfosyyteistä			FALSE				10	9
-1	-cv19ag5-hoi			FALSE				7	7
-1	p-hyytymistekijäviii(huslab)	%	%	FALSE				7	7
-1	ps-stra/ad			FALSE				19	16
-1	b-hb-oliu			TRUE				49	18
-1	s-w-o6.7			TRUE				15	13
-1	s-aitseul			FALSE				8	8
-1	s-kupari	umol/l	umol/l	FALSE				9	9
-1	pt-pentacarinat			FALSE				45	6
-1	neutrofiilitsauvatumaiset,osuus	%	%	FALSE				7	7
-1	neutrofiilitliuskatumaiset,osuus	%	%	FALSE				7	7
-1	metamyelosyytit,osuus	%	%	FALSE				7	7
-1	myelosyytit,osuus	%	%	FALSE				7	7
3051714	p-fidd-hoi	mg/l	mg/l	FALSE	mg/l	Mass Concentration	1	8	8
-1	-cv19ag4-hoi			FALSE				18	14
-1	cyp2d6-geeninvariaaiot,dna-tutkimus			FALSE				6	6
-1	cyp-geeninnukleotidivarioaatiot,dna-tutkimus			FALSE				6	6
-1	ly-lymfosyytit,b-solujenosuus	%	%	FALSE				28	15
-1	b-immunofenotyypitys,b-solut			FALSE				19	8
-1	b-lymfosyytit,b-solujenmäärä	e9/l	e9/l	FALSE				28	15
-1	kattavakardiologinenpaneeli(184geeniä,blueprint)dna-tutk.			FALSE				8	8
-1	sp-siittiöidenliikkuvuus,kaikkiliikkuvat	%	%	FALSE				7	7
-1	sp-siittiöidenliikkuvuuspr,eteenpäinliikkuvat	%	%	FALSE				7	7
-1	sp-siittiöidenliikkuvuusnp,paikallaanliikkuvat	%	%	FALSE				7	7
-1	sp-siittiöidenliikkuvuusim,liikkumattomat	%	%	FALSE				7	7
-1	sp-sperma-analyysi,suppea			FALSE				10	10
-1	sp-tilavuus	ml	ml	FALSE				10	10
-1	sp-viskositeetti			FALSE				10	10
-1	sp-happamuusaste			FALSE				10	10
-1	sp-siittiötiheys	e6/ml	e6/ml	FALSE				10	10
-1	sp-siittiöidenkokonaislukumäärä	e6	e6	FALSE				10	10
-1	sp-siittiöidenagglutinaatio			FALSE				10	10
-1	sp-pyöreätsolut,sperma	e6/ml	e6/ml	FALSE				10	10
-1	farmakogeneettinenpaneeli,kokoverestä			FALSE				8	8
-1	varfariininyksilölliseenannostukseenliittyvienvkorc1-jacyp2c9-geenivariaat			FALSE				8	8
-1	slco1b1-geeninc.512t>cvariaatio,dna-tutkimus,verestä			FALSE				8	8
-1	sytokromip450-entsyymi,cyp2d6-geeninvariaatioidendna-tutk.,kokoverestä			FALSE				8	8
3019800	p-tnt(pi)			FALSE		Mass Concentration		12	9
-1	ly-tbspota			TRUE				9	8
-1	ly-tbspotb			TRUE				9	8
-1	ly-tbspppd			TRUE				10	9
-1	s-arah1e			FALSE				9	9
-1	s-maapäek			FALSE				13	13
-1	kromogeenineninsituhybridisaatio			FALSE				11	11
-1	s-hevohie	form	form	FALSE				12	11
-1	s-kissa	form	form	FALSE				8	7
-1	s-koira	form	form	FALSE				8	7
-1	sakspä,ruo			TRUE				9	9
-1	s-testo-vi	pmol/l	pmol/l	FALSE				30	24
-1	erytrosyytit,nivelnesteestä			FALSE				11	11
-1	b-clintrio			FALSE				8	8
-1	s-inhiblns	ng/l	ng/l	FALSE				12	6
-1	s-inhiblns			FALSE				11	6
-1	b-kb-dna			FALSE				6	6
-1	glomerulussuodosnopeus,estimoitu,kystatiini			FALSE				9	9
-1	p-kystatiinic			FALSE				10	10
-1	ekg,12-kytkentäälevossa			FALSE				8	8
-1	troponiinit,pikamääritys			FALSE				24	23
-1	pf-näyte5			FALSE				8	8
-1	-trichophytonverrocusumnho			FALSE				16	16
3032080	p-inrviitasaari	inr	inr	FALSE	inr	Relative time	1	98	18
-1	pika-hb-o			TRUE				17	14
-1	s-ribonukleoproteiini,nukleaarinen,vasta-aineet(u1rnp)			FALSE				22	16
-1	s-sjögreninsyndrooma,a(ro-),vasta-aineet			FALSE				26	18
-1	f-parasiitit(kval),uloste			FALSE				18	15
-1	s-cocciab			FALSE				12	12
-1	ps-streptococcus,viljely(hemolyyttisetstreptokokit)(pi)			FALSE				12	12
-1	u-välim.ep	u/field	u/field	FALSE				10	8
-1	trichophytonmentagrophytes			FALSE				45	44
3051714	p-fidd-p	mg/l	mg/l	FALSE	mg/l	Mass Concentration	1	7	7
-1	ruoka-aine-erittely(fx5),igevasta-aineet(s-ruok5er)			FALSE				15	14
-1	-borreliaburgdorferi,nukleiinihappo(kval)			FALSE				6	6
3011985	p-oreninm			TRUE		Arbitrary Concentration		19	19
3011985	p-vreninm			TRUE		Arbitrary Concentration		19	19
3011985	p-areninm			TRUE		Arbitrary Concentration		19	19
-1	tutkimuspaketti1			FALSE				7	7
-1	virtsansuhteellinentiheys			FALSE				10	7
-1	hemoglobiini,hemocue,omalab.			FALSE				28	15
-1	li-neuro1			FALSE				11	11
-1	s-c-defu			FALSE				10	9
3002568	p-fakb			FALSE		Mass Concentration		9	8
-1	hla,munuaisensiirto,tutkimuspaketti1			FALSE				6	6
-1	s-cytomegalovirus,iggvasta-aineet,infektiotutkimus	u/ml	u/ml	FALSE				8	8
-1	s-cytomegalovirus,igmvasta-aineet,infektiotutkimus			FALSE				15	15
-1	leukosyyttivasta-aineet,igg,seulonta			FALSE				16	6
-1	s-tbeabm	index	index	FALSE				8	8
-1	s-eläinerittely(ex1),igevasta-aineet	u/ml	u/ml	FALSE				9	9
-1	-aikaisemmintutkitunnäytteenkäsitteleminenmeetingissä			FALSE				7	7
-1	influenssavirusa,va:tcf/virus,laaj			FALSE				6	6
-1	klamydiavasta-aineet(cf)/virus,laaj			FALSE				7	7
-1	l-metamyel			TRUE				33	27
3004789	transferriini(fp-transf)	g/l	g/l	FALSE	g/l	Mass Concentration	1	25	21
40763571	transferriininrautakyllästeisyys(fp-trfesat)	%	%	FALSE	%	Ratio	1	15	14
40763571	transferriininrautakyllästeisyys(4606-trfesat)	%	%	FALSE	%	Ratio	1	7	7
-1	raskaustesti			FALSE				15	13
-1	p-troponiinii(pi)			FALSE				8	7
-1	s-raskaudenaikainenbiopankkinäyte			FALSE				8	8
-1	glukoosikoe,oraalinen,2intervallia			FALSE				6	6
-1	thoraxintietokonetomografiatutkimus			FALSE				8	8
3000963	ab-kokonaishemoglobiini,verikaasuanalysaattorista			FALSE		Mass Concentration		11	9
-1	b-mbl-d			FALSE				6	6
-1	retikulosyyttienhemoglobiiniekvivalentti	pg	pg	FALSE				6	6
-1	s-hsv2abg			TRUE				15	15
3041145	s-hsvabm			TRUE		Presence or Threshold		6	6
-1	s-havab,s-havab			FALSE				8	6
3022912	du-6c-porf			FALSE		Substance Rate		6	6
-1	u-thc			FALSE				157	21
-1	u-coc			FALSE				12	9
-1	u-amp			FALSE				158	21
-1	u-mor			FALSE				67	17
-1	u-bzo			FALSE				13	9
-1	koivunsiiteply,igevasta-aineet	u/ml	u/ml	FALSE				9	8
-1	pujonsiitepöly,igevasta-aineet	u/ml	u/ml	FALSE				7	7
-1	timoteinsiitepöly,igevasta-aineet	u/ml	u/ml	FALSE				7	7
-1	dermatopahgoidespteronyssinus(pölypunkki)	u/ml	u/ml	FALSE				7	7
-1	b-calr-geenineksonin9mutaatioanalyysi			FALSE				9	9
-1	b-glukhoi			FALSE				46	25
-1	ts-trimdel			FALSE				9	7
-1	prolaktiini,seerumi			FALSE				9	8
-1	uv-pco2			FALSE				6	6
-1	puumalavirus,igm-vasta-aineet(kval)			FALSE				10	10
-1	sitraatti,vuorokausivirtsa	mg/24h	mg/24h	FALSE				16	11
-1	p-jgluk			FALSE				9	9
-1	s-sulfabm			TRUE				10	8
-1	diabetesriski			FALSE				12	12
-1	s-karba-v			FALSE				9	9
-1	u-solut,epit			FALSE				6	6
-1	u-solut,lieriöt			FALSE				9	9
3004410	b-ehba1c	mmol/mol	mmol/mol	FALSE	mmol/mol	Mass fraction	1	7	6
3015024	p-glukr1h			FALSE		Substance Concentration		8	8
37019676	fp-renin-m			TRUE		Arbitrary Concentration		12	12
-1	bl-lymfosyytit,cd4/cd8-suhde			FALSE				10	10
3015235	cp-hco3st			FALSE		Substance Concentration		13	9
-1	p-parathormoninkaltainenpeptidi			FALSE				6	6
-1	ly-lymfosyytit,t-cd3-solujenosuus			FALSE				9	9
-1	ly-lymfosyytit,nk-solujenosuus			FALSE				9	9
-1	b-lymfosyytit,t-cd3-solut			FALSE				8	8
-1	b-lymfosyytit,t-cd4-solut			FALSE				9	9
-1	b-lymfosyytit,t-cd8-solut			FALSE				8	8
-1	ly-lymfosyytit,t-estäjäsolujenosuus			FALSE				7	7
-1	b-mpadp			FALSE				13	11
-1	s-ebnaab			TRUE				15	13
-1	albumiini,seerumi,elektoforeesifraktio(g/l)	g/l	g/l	FALSE				12	9
-1	alfa-1-globuliini,seerumi,elektroforeesifraktio	g/l	g/l	FALSE				12	9
-1	alfa-2-globuliini,seerumi,elektroforeesifraktio	g/l	g/l	FALSE				12	9
-1	beta-1-globuliini,seerumi,elektroforeesifraktio	g/l	g/l	FALSE				12	9
-1	beta-2-globuliini,seerumi,elektroforeesifraktio	g/l	g/l	FALSE				12	9
-1	gammaglobuliini,seerumi,elektroforeesifraktio	g/l	g/l	FALSE				12	9
-1	s-parvorokkovirus,aviditeetti			FALSE				11	8
-1	gastropanel-tutkimus			FALSE				7	7
-1	helicobakteeriag(osatutk)	eiu	eiu	FALSE				7	7
-1	pepsin1/pepsin2suhde(osatutk)			FALSE				7	7
3010838	du-kalsium,vuorokausivirtsa	mmol/24h	mmol/24h	FALSE	mmol/24h	Substance Rate	1	9	7
-1	antikoagulanttihoidonseuranta,p-tt-inr,kapillaarinäyte			TRUE				63	8
-1	b-caionpf			FALSE				111	8
36304052	s-adaliab			TRUE		Arbitrary Concentration		13	10
-1	p-pepsin1			FALSE				13	12
-1	s-tbe-abm			FALSE				12	12
-1	s-kaico-6			FALSE				8	8
-1	sa-kaico-6			FALSE				7	7
-1	af-liuskat	%	%	FALSE				9	9
-1	-päivlis			FALSE				16	15
-1	p-kreatiniini-vt	umol/l	umol/l	FALSE				6	6
-1	fp-lipoa1	g/l	g/l	FALSE				10	8
-1	fp-apob/a1			TRUE				11	8
-1	hpv-genotyyppi45,osatutkimus			FALSE				6	6
-1	hpv-genotyyppia,osatutkimus			FALSE				6	6
-1	hpv-genotyyppib,osatutkimus			FALSE				6	6
-1	s-puum-pi			FALSE				24	22
-1	pt-fev1	%	%	FALSE				8	8
-1	b6-vitamiini	nmol/l	nmol/l	FALSE				12	11
-1	21785			FALSE				7	6
-1	u-solut,kiteet			FALSE				7	7
-1	s-adalimumabivasta-aineet(s-adalipaosatutkimus)			FALSE				19	17
44786774	s-adalimumabi,pitoisuus	mg/l	mg/l	FALSE	mg/l	Mass Concentration	1	18	16
-1	s-jpeab			FALSE				6	6
-1	mibeirek			FALSE				7	7
-1	p-acth,per	ng/l	ng/l	FALSE				48	8
-1	p-acth,vas	ng/l	ng/l	FALSE				48	8
-1	p&larvvct			FALSE				7	7
-1	p&laaptct			FALSE				7	7
-1	pgi/pgii	ratio	ratio	FALSE				19	19
-1	immunoglobuliini,kevyetketjut,kappa,virtsa	g	g	FALSE				10	8
-1	immunoglobuliini,kevyet	g	g	FALSE				7	7
-1	chilipipp.	u/ml	u/ml	FALSE				8	8
-1	histamiini	mm	mm	FALSE				16	13
-1	cladospori	mm	mm	FALSE				9	9
-1	koivut6	mm	mm	FALSE				9	9
-1	-lymf	%	%	FALSE				17	8
-1	-monos	%	%	FALSE				17	8
-1	s-ruokax5			FALSE				6	6
-1	s-klobatsaami	umol/l	umol/l	FALSE				9	6
-1	ca-ionvier			FALSE				10	10
-1	immunoglobuliinie,pölyseos			FALSE				15	15
-1	fl-hiiva,viljelyemätineritteestä			FALSE				9	9
-1	s-myeloperoksidaasi,iggvasta-aineet	iu/ml	iu/ml	FALSE				18	9
-1	s-cytomegalovirus,abgvasta-aineet			FALSE				22	17
-1	elektroneuromyografial			FALSE				9	9
-1	s-pl-abm	mpl	mpl	FALSE				6	6
-1	b-lääke-jahuumausaineseulonta			FALSE				8	7
-1	glutamaattidekarboksylaasi,vasta-aineet	iu/ml	iu/ml	FALSE				8	8
-1	p-c9			FALSE				9	9
-1	p-c1s			FALSE				7	7
-1	p-c6			FALSE				7	7
-1	p-c7			FALSE				9	9
-1	p-c8			FALSE				9	9
-1	s-c1q			FALSE				6	6
-1	p-c1r			FALSE				7	7
-1	p-c5			FALSE				8	8
-1	p-c2			FALSE				10	10
