ABBR	UNIT	TOT_COUNT	FRACTION_VALID	DECILE	VALUE
-amyl	u/l	435	1.0	0.0	3.0
-amyl	u/l	435	1.0	0.1	20.0
-amyl	u/l	435	1.0	0.2	33.0
-amyl	u/l	435	1.0	0.3	52.2
-amyl	u/l	435	1.0	0.4	76.0
-amyl	u/l	435	1.0	0.5	100.0
-amyl	u/l	435	1.0	0.6	123.0
-amyl	u/l	435	1.0	0.7	172.4
-amyl	u/l	435	1.0	0.8	237.0
-amyl	u/l	435	1.0	0.9	382.2
-aspeag	index	1	1.0	0.0	0.5
-aspeag	index	1	1.0	0.1	0.5
-aspeag	index	1	1.0	0.2	0.5
-aspeag	index	1	1.0	0.3	0.5
-aspeag	index	1	1.0	0.4	0.5
-aspeag	index	1	1.0	0.5	0.5
-aspeag	index	1	1.0	0.6	0.5
-aspeag	index	1	1.0	0.7	0.5
-aspeag	index	1	1.0	0.8	0.5
-aspeag	index	1	1.0	0.9	0.5
-baso	%	2123	1.0	0.0	0.0
-baso	%	2123	1.0	0.1	0.0
-baso	%	2123	1.0	0.2	0.0
-baso	%	2123	1.0	0.3	0.0
-baso	%	2123	1.0	0.4	0.0
-baso	%	2123	1.0	0.5	0.0
-baso	%	2123	1.0	0.6	0.0
-baso	%	2123	1.0	0.7	0.0
-baso	%	2123	1.0	0.8	0.01
-baso	%	2123	1.0	0.9	0.01
-bil	µmol/l	36	1.0	0.0	4.0
-bil	µmol/l	36	1.0	0.1	5.5
-bil	µmol/l	36	1.0	0.2	7.0
-bil	µmol/l	36	1.0	0.3	11.5
-bil	µmol/l	36	1.0	0.4	14.0
-bil	µmol/l	36	1.0	0.5	16.0
-bil	µmol/l	36	1.0	0.6	21.0
-bil	µmol/l	36	1.0	0.7	25.0
-bil	µmol/l	36	1.0	0.8	28.0
-bil	µmol/l	36	1.0	0.9	46.0
-bnp	ng/l	5	1.0	0.0	152.0
-bnp	ng/l	5	1.0	0.1	153.6
-bnp	ng/l	5	1.0	0.2	155.2
-bnp	ng/l	5	1.0	0.3	157.4
-bnp	ng/l	5	1.0	0.4	160.2
-bnp	ng/l	5	1.0	0.5	163.0
-bnp	ng/l	5	1.0	0.6	173.8
-bnp	ng/l	5	1.0	0.7	184.6
-bnp	ng/l	5	1.0	0.8	194.2
-bnp	ng/l	5	1.0	0.9	202.6
-caio7.4	mmol/l	166	1.0	0.0	1.05
-caio7.4	mmol/l	166	1.0	0.1	1.14
-caio7.4	mmol/l	166	1.0	0.2	1.18
-caio7.4	mmol/l	166	1.0	0.3	1.19
-caio7.4	mmol/l	166	1.0	0.4	1.2
-caio7.4	mmol/l	166	1.0	0.5	1.23
-caio7.4	mmol/l	166	1.0	0.6	1.24
-caio7.4	mmol/l	166	1.0	0.7	1.25
-caio7.4	mmol/l	166	1.0	0.8	1.27
-caio7.4	mmol/l	166	1.0	0.9	1.28
-calpro	mg/l	18	1.0	0.0	0.01
-calpro	mg/l	18	1.0	0.1	0.02
-calpro	mg/l	18	1.0	0.2	0.03
-calpro	mg/l	18	1.0	0.3	0.03
-calpro	mg/l	18	1.0	0.4	0.05
-calpro	mg/l	18	1.0	0.5	0.06
-calpro	mg/l	18	1.0	0.6	0.08
-calpro	mg/l	18	1.0	0.7	0.12
-calpro	mg/l	18	1.0	0.8	0.23
-calpro	mg/l	18	1.0	0.9	0.29
-cdt	mg/l	26	1.0	0.0	29.0
-cdt	mg/l	26	1.0	0.1	35.3
-cdt	mg/l	26	1.0	0.2	38.0
-cdt	mg/l	26	1.0	0.3	39.05
-cdt	mg/l	26	1.0	0.4	39.7
-cdt	mg/l	26	1.0	0.5	40.45
-cdt	mg/l	26	1.0	0.6	41.9
-cdt	mg/l	26	1.0	0.7	44.5
-cdt	mg/l	26	1.0	0.8	46.4
-cdt	mg/l	26	1.0	0.9	51.5
-cea	µg/l	1	1.0	0.0	2.3
-cea	µg/l	1	1.0	0.1	2.3
-cea	µg/l	1	1.0	0.2	2.3
-cea	µg/l	1	1.0	0.3	2.3
-cea	µg/l	1	1.0	0.4	2.3
-cea	µg/l	1	1.0	0.5	2.3
-cea	µg/l	1	1.0	0.6	2.3
-cea	µg/l	1	1.0	0.7	2.3
-cea	µg/l	1	1.0	0.8	2.3
-cea	µg/l	1	1.0	0.9	2.3
-cmvnh	u/ml	40	1.0	0.0	50.0
-cmvnh	u/ml	40	1.0	0.1	100.0
-cmvnh	u/ml	40	1.0	0.2	140.0
-cmvnh	u/ml	40	1.0	0.3	200.0
-cmvnh	u/ml	40	1.0	0.4	200.0
-cmvnh	u/ml	40	1.0	0.5	200.0
-cmvnh	u/ml	40	1.0	0.6	300.0
-cmvnh	u/ml	40	1.0	0.7	465.0
-cmvnh	u/ml	40	1.0	0.8	1180.0
-cmvnh	u/ml	40	1.0	0.9	1850.0
-crp-pika	mg/l	385	1.0	0.0	5.0
-crp-pika	mg/l	385	1.0	0.1	7.0
-crp-pika	mg/l	385	1.0	0.2	9.0
-crp-pika	mg/l	385	1.0	0.3	14.0
-crp-pika	mg/l	385	1.0	0.4	20.0
-crp-pika	mg/l	385	1.0	0.5	27.0
-crp-pika	mg/l	385	1.0	0.6	37.0
-crp-pika	mg/l	385	1.0	0.7	50.0
-crp-pika	mg/l	385	1.0	0.8	73.0
-crp-pika	mg/l	385	1.0	0.9	116.2
-crppika	mg/l	157	1.0	0.0	1.0
-crppika	mg/l	157	1.0	0.1	5.0
-crppika	mg/l	157	1.0	0.2	6.0
-crppika	mg/l	157	1.0	0.3	8.0
-crppika	mg/l	157	1.0	0.4	10.0
-crppika	mg/l	157	1.0	0.5	13.0
-crppika	mg/l	157	1.0	0.6	18.0
-crppika	mg/l	157	1.0	0.7	23.0
-crppika	mg/l	157	1.0	0.8	38.4
-crppika	mg/l	157	1.0	0.9	60.0
-ctgcnho	form	1	1.0	0.0	0.0
-ctgcnho	form	1	1.0	0.1	0.0
-ctgcnho	form	1	1.0	0.2	0.0
-ctgcnho	form	1	1.0	0.3	0.0
-ctgcnho	form	1	1.0	0.4	0.0
-ctgcnho	form	1	1.0	0.5	0.0
-ctgcnho	form	1	1.0	0.6	0.0
-ctgcnho	form	1	1.0	0.7	0.0
-ctgcnho	form	1	1.0	0.8	0.0
-ctgcnho	form	1	1.0	0.9	0.0
-cv19ag	fl	2	1.0	0.0	90.0
-cv19ag	fl	2	1.0	0.1	90.0
-cv19ag	fl	2	1.0	0.2	90.0
-cv19ag	fl	2	1.0	0.3	90.0
-cv19ag	fl	2	1.0	0.4	90.0
-cv19ag	fl	2	1.0	0.5	90.0
-cv19ag	fl	2	1.0	0.6	90.0
-cv19ag	fl	2	1.0	0.7	90.0
-cv19ag	fl	2	1.0	0.8	90.0
-cv19ag	fl	2	1.0	0.9	90.0
-cv19ag	mmol/l	2	1.0	0.0	4.0
-cv19ag	mmol/l	2	1.0	0.1	17.6
-cv19ag	mmol/l	2	1.0	0.2	31.2
-cv19ag	mmol/l	2	1.0	0.3	44.8
-cv19ag	mmol/l	2	1.0	0.4	58.4
-cv19ag	mmol/l	2	1.0	0.5	72.0
-cv19ag	mmol/l	2	1.0	0.6	85.6
-cv19ag	mmol/l	2	1.0	0.7	99.2
-cv19ag	mmol/l	2	1.0	0.8	112.8
-cv19ag	mmol/l	2	1.0	0.9	126.4
-cv19ag	pg	4	1.0	0.0	28.0
-cv19ag	pg	4	1.0	0.1	28.0
-cv19ag	pg	4	1.0	0.2	28.0
-cv19ag	pg	4	1.0	0.3	28.0
-cv19ag	pg	4	1.0	0.4	28.4
-cv19ag	pg	4	1.0	0.5	29.0
-cv19ag	pg	4	1.0	0.6	29.6
-cv19ag	pg	4	1.0	0.7	30.2
-cv19ag	pg	4	1.0	0.8	30.8
-cv19ag	pg	4	1.0	0.9	31.4
-d-dimqpik	mg/l	3	1.0	0.0	0.13
-d-dimqpik	mg/l	3	1.0	0.1	0.14
-d-dimqpik	mg/l	3	1.0	0.2	0.15
-d-dimqpik	mg/l	3	1.0	0.3	0.16
-d-dimqpik	mg/l	3	1.0	0.4	0.17
-d-dimqpik	mg/l	3	1.0	0.5	0.18
-d-dimqpik	mg/l	3	1.0	0.6	0.19
-d-dimqpik	mg/l	3	1.0	0.7	0.2
-d-dimqpik	mg/l	3	1.0	0.8	0.21
-d-dimqpik	mg/l	3	1.0	0.9	0.22
-desialotransferriini	mg/l	1	1.0	0.0	41.3
-desialotransferriini	mg/l	1	1.0	0.1	41.3
-desialotransferriini	mg/l	1	1.0	0.2	41.3
-desialotransferriini	mg/l	1	1.0	0.3	41.3
-desialotransferriini	mg/l	1	1.0	0.4	41.3
-desialotransferriini	mg/l	1	1.0	0.5	41.3
-desialotransferriini	mg/l	1	1.0	0.6	41.3
-desialotransferriini	mg/l	1	1.0	0.7	41.3
-desialotransferriini	mg/l	1	1.0	0.8	41.3
-desialotransferriini	mg/l	1	1.0	0.9	41.3
-dfi	%	1	1.0	0.0	6.0
-dfi	%	1	1.0	0.1	6.0
-dfi	%	1	1.0	0.2	6.0
-dfi	%	1	1.0	0.3	6.0
-dfi	%	1	1.0	0.4	6.0
-dfi	%	1	1.0	0.5	6.0
-dfi	%	1	1.0	0.6	6.0
-dfi	%	1	1.0	0.7	6.0
-dfi	%	1	1.0	0.8	6.0
-dfi	%	1	1.0	0.9	6.0
-ebvnh	u/ml	27	1.0	0.0	50.0
-ebvnh	u/ml	27	1.0	0.1	50.0
-ebvnh	u/ml	27	1.0	0.2	50.0
-ebvnh	u/ml	27	1.0	0.3	50.0
-ebvnh	u/ml	27	1.0	0.4	70.0
-ebvnh	u/ml	27	1.0	0.5	100.0
-ebvnh	u/ml	27	1.0	0.6	100.0
-ebvnh	u/ml	27	1.0	0.7	160.0
-ebvnh	u/ml	27	1.0	0.8	240.0
-ebvnh	u/ml	27	1.0	0.9	300.0
-eos	%	2088	1.0	0.0	0.0
-eos	%	2088	1.0	0.1	0.01
-eos	%	2088	1.0	0.2	0.01
-eos	%	2088	1.0	0.3	0.02
-eos	%	2088	1.0	0.4	0.02
-eos	%	2088	1.0	0.5	0.03
-eos	%	2088	1.0	0.6	0.03
-eos	%	2088	1.0	0.7	0.04
-eos	%	2088	1.0	0.8	0.05
-eos	%	2088	1.0	0.9	0.06
-eryt	e6/l	7	1.0	0.0	100.0
-eryt	e6/l	7	1.0	0.1	160.0
-eryt	e6/l	7	1.0	0.2	320.0
-eryt	e6/l	7	1.0	0.3	680.0
-eryt	e6/l	7	1.0	0.4	1200.0
-eryt	e6/l	7	1.0	0.5	1800.0
-eryt	e6/l	7	1.0	0.6	1980.0
-eryt	e6/l	7	1.0	0.7	2520.0
-eryt	e6/l	7	1.0	0.8	3780.0
-eryt	e6/l	7	1.0	0.9	4200.0
-extem/a10	mm	91	1.0	0.0	29.0
-extem/a10	mm	91	1.0	0.1	44.0
-extem/a10	mm	91	1.0	0.2	46.0
-extem/a10	mm	91	1.0	0.3	49.0
-extem/a10	mm	91	1.0	0.4	52.0
-extem/a10	mm	91	1.0	0.5	55.0
-extem/a10	mm	91	1.0	0.6	58.0
-extem/a10	mm	91	1.0	0.7	60.0
-extem/a10	mm	91	1.0	0.8	62.0
-extem/a10	mm	91	1.0	0.9	65.0
-extem/a15	mm	103	1.0	0.0	39.0
-extem/a15	mm	103	1.0	0.1	47.0
-extem/a15	mm	103	1.0	0.2	51.4
-extem/a15	mm	103	1.0	0.3	55.6
-extem/a15	mm	103	1.0	0.4	57.8
-extem/a15	mm	103	1.0	0.5	59.0
-extem/a15	mm	103	1.0	0.6	60.0
-extem/a15	mm	103	1.0	0.7	62.0
-extem/a15	mm	103	1.0	0.8	64.0
-extem/a15	mm	103	1.0	0.9	67.0
-extem/a5	mm	98	1.0	0.0	19.0
-extem/a5	mm	98	1.0	0.1	28.7
-extem/a5	mm	98	1.0	0.2	34.4
-extem/a5	mm	98	1.0	0.3	37.1
-extem/a5	mm	98	1.0	0.4	40.0
-extem/a5	mm	98	1.0	0.5	41.5
-extem/a5	mm	98	1.0	0.6	43.0
-extem/a5	mm	98	1.0	0.7	45.0
-extem/a5	mm	98	1.0	0.8	47.0
-extem/a5	mm	98	1.0	0.9	53.3
-extem/cft	s	65	1.0	0.0	49.0
-extem/cft	s	65	1.0	0.1	79.2
-extem/cft	s	65	1.0	0.2	88.2
-extem/cft	s	65	1.0	0.3	91.4
-extem/cft	s	65	1.0	0.4	109.0
-extem/cft	s	65	1.0	0.5	116.0
-extem/cft	s	65	1.0	0.6	119.4
-extem/cft	s	65	1.0	0.7	125.4
-extem/cft	s	65	1.0	0.8	131.4
-extem/cft	s	65	1.0	0.9	145.6
-extem/ct	s	76	1.0	0.0	45.0
-extem/ct	s	76	1.0	0.1	49.0
-extem/ct	s	76	1.0	0.2	52.0
-extem/ct	s	76	1.0	0.3	54.0
-extem/ct	s	76	1.0	0.4	56.0
-extem/ct	s	76	1.0	0.5	58.0
-extem/ct	s	76	1.0	0.6	61.0
-extem/ct	s	76	1.0	0.7	65.0
-extem/ct	s	76	1.0	0.8	67.0
-extem/ct	s	76	1.0	0.9	70.5
-extem/mcf	mm	93	1.0	0.0	45.0
-extem/mcf	mm	93	1.0	0.1	53.0
-extem/mcf	mm	93	1.0	0.2	56.0
-extem/mcf	mm	93	1.0	0.3	58.0
-extem/mcf	mm	93	1.0	0.4	60.0
-extem/mcf	mm	93	1.0	0.5	62.0
-extem/mcf	mm	93	1.0	0.6	64.0
-extem/mcf	mm	93	1.0	0.7	65.0
-extem/mcf	mm	93	1.0	0.8	67.0
-extem/mcf	mm	93	1.0	0.9	70.0
-extem/ml	%	94	1.0	0.0	0.0
-extem/ml	%	94	1.0	0.1	2.0
-extem/ml	%	94	1.0	0.2	4.0
-extem/ml	%	94	1.0	0.3	4.0
-extem/ml	%	94	1.0	0.4	5.2
-extem/ml	%	94	1.0	0.5	7.0
-extem/ml	%	94	1.0	0.6	8.0
-extem/ml	%	94	1.0	0.7	9.1
-extem/ml	%	94	1.0	0.8	11.0
-extem/ml	%	94	1.0	0.9	13.0
-frtuab	titre	27	1.0	0.0	0.0
-frtuab	titre	27	1.0	0.1	0.0
-frtuab	titre	27	1.0	0.2	40.0
-frtuab	titre	27	1.0	0.3	40.0
-frtuab	titre	27	1.0	0.4	80.0
-frtuab	titre	27	1.0	0.5	80.0
-frtuab	titre	27	1.0	0.6	160.0
-frtuab	titre	27	1.0	0.7	320.0
-frtuab	titre	27	1.0	0.8	320.0
-frtuab	titre	27	1.0	0.9	896.0
-gluk-tbr	%	35	1.0	0.0	0.0
-gluk-tbr	%	35	1.0	0.1	0.0
-gluk-tbr	%	35	1.0	0.2	0.0
-gluk-tbr	%	35	1.0	0.3	1.0
-gluk-tbr	%	35	1.0	0.4	1.0
-gluk-tbr	%	35	1.0	0.5	1.0
-gluk-tbr	%	35	1.0	0.6	2.0
-gluk-tbr	%	35	1.0	0.7	2.8
-gluk-tbr	%	35	1.0	0.8	4.0
-gluk-tbr	%	35	1.0	0.9	4.6
-gluk-tir	%	14	1.0	0.0	31.0
-gluk-tir	%	14	1.0	0.1	37.6
-gluk-tir	%	14	1.0	0.2	43.2
-gluk-tir	%	14	1.0	0.3	46.0
-gluk-tir	%	14	1.0	0.4	52.2
-gluk-tir	%	14	1.0	0.5	53.0
-gluk-tir	%	14	1.0	0.6	56.2
-gluk-tir	%	14	1.0	0.7	61.4
-gluk-tir	%	14	1.0	0.8	65.8
-gluk-tir	%	14	1.0	0.9	67.7
-hcgbsuh	%	35	1.0	0.0	0.6
-hcgbsuh	%	35	1.0	0.1	1.04
-hcgbsuh	%	35	1.0	0.2	1.3
-hcgbsuh	%	35	1.0	0.3	1.5
-hcgbsuh	%	35	1.0	0.4	1.66
-hcgbsuh	%	35	1.0	0.5	2.4
-hcgbsuh	%	35	1.0	0.6	2.6
-hcgbsuh	%	35	1.0	0.7	3.4
-hcgbsuh	%	35	1.0	0.8	4.28
-hcgbsuh	%	35	1.0	0.9	5.96
-infabag	form	2	1.0	0.0	0.0
-infabag	form	2	1.0	0.1	0.0
-infabag	form	2	1.0	0.2	0.0
-infabag	form	2	1.0	0.3	0.0
-infabag	form	2	1.0	0.4	0.0
-infabag	form	2	1.0	0.5	0.0
-infabag	form	2	1.0	0.6	0.0
-infabag	form	2	1.0	0.7	0.0
-infabag	form	2	1.0	0.8	0.0
-infabag	form	2	1.0	0.9	0.0
-intem/a10	mm	7	1.0	0.0	51.0
-intem/a10	mm	7	1.0	0.1	51.6
-intem/a10	mm	7	1.0	0.2	52.0
-intem/a10	mm	7	1.0	0.3	52.0
-intem/a10	mm	7	1.0	0.4	52.4
-intem/a10	mm	7	1.0	0.5	53.0
-intem/a10	mm	7	1.0	0.6	54.2
-intem/a10	mm	7	1.0	0.7	55.2
-intem/a10	mm	7	1.0	0.8	55.8
-intem/a10	mm	7	1.0	0.9	56.8
-intem/a15	mm	6	1.0	0.0	56.0
-intem/a15	mm	6	1.0	0.1	56.5
-intem/a15	mm	6	1.0	0.2	57.0
-intem/a15	mm	6	1.0	0.3	57.0
-intem/a15	mm	6	1.0	0.4	57.0
-intem/a15	mm	6	1.0	0.5	57.0
-intem/a15	mm	6	1.0	0.6	57.0
-intem/a15	mm	6	1.0	0.7	59.0
-intem/a15	mm	6	1.0	0.8	61.0
-intem/a15	mm	6	1.0	0.9	63.5
-intem/a5	mm	7	1.0	0.0	41.0
-intem/a5	mm	7	1.0	0.1	41.6
-intem/a5	mm	7	1.0	0.2	42.2
-intem/a5	mm	7	1.0	0.3	42.8
-intem/a5	mm	7	1.0	0.4	43.4
-intem/a5	mm	7	1.0	0.5	44.0
-intem/a5	mm	7	1.0	0.6	45.2
-intem/a5	mm	7	1.0	0.7	46.2
-intem/a5	mm	7	1.0	0.8	46.8
-intem/a5	mm	7	1.0	0.9	47.4
-intem/cft	s	2	1.0	0.0	73.0
-intem/cft	s	2	1.0	0.1	73.0
-intem/cft	s	2	1.0	0.2	73.0
-intem/cft	s	2	1.0	0.3	73.0
-intem/cft	s	2	1.0	0.4	73.0
-intem/cft	s	2	1.0	0.5	73.0
-intem/cft	s	2	1.0	0.6	73.0
-intem/cft	s	2	1.0	0.7	73.0
-intem/cft	s	2	1.0	0.8	73.0
-intem/cft	s	2	1.0	0.9	73.0
-intem/ct	s	1	1.0	0.0	158.0
-intem/ct	s	1	1.0	0.1	158.0
-intem/ct	s	1	1.0	0.2	158.0
-intem/ct	s	1	1.0	0.3	158.0
-intem/ct	s	1	1.0	0.4	158.0
-intem/ct	s	1	1.0	0.5	158.0
-intem/ct	s	1	1.0	0.6	158.0
-intem/ct	s	1	1.0	0.7	158.0
-intem/ct	s	1	1.0	0.8	158.0
-intem/ct	s	1	1.0	0.9	158.0
-intem/mcf	mm	8	1.0	0.0	61.0
-intem/mcf	mm	8	1.0	0.1	61.0
-intem/mcf	mm	8	1.0	0.2	61.0
-intem/mcf	mm	8	1.0	0.3	61.1
-intem/mcf	mm	8	1.0	0.4	61.8
-intem/mcf	mm	8	1.0	0.5	62.5
-intem/mcf	mm	8	1.0	0.6	63.2
-intem/mcf	mm	8	1.0	0.7	63.9
-intem/mcf	mm	8	1.0	0.8	64.0
-intem/mcf	mm	8	1.0	0.9	64.0
-intem/ml	%	10	1.0	0.0	0.0
-intem/ml	%	10	1.0	0.1	0.9
-intem/ml	%	10	1.0	0.2	1.8
-intem/ml	%	10	1.0	0.3	2.7
-intem/ml	%	10	1.0	0.4	3.0
-intem/ml	%	10	1.0	0.5	3.0
-intem/ml	%	10	1.0	0.6	3.4
-intem/ml	%	10	1.0	0.7	4.0
-intem/ml	%	10	1.0	0.8	4.4
-intem/ml	%	10	1.0	0.9	6.0
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.0	1.14
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.1	1.21
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.2	1.22
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.3	1.23
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.4	1.24
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.5	1.25
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.6	1.26
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.7	1.27
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.8	1.29
-kalsium,ionisoitunut,korjattuph7,40	mmol/l	77	1.0	0.9	1.31
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.0	1.14
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.1	1.2
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.2	1.21
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.3	1.22
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.4	1.24
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.5	1.25
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.6	1.25
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.7	1.27
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.8	1.28
-kalsium,ionisoitunutaktuaalisessaph:ssa	mmol/l	95	1.0	0.9	1.29
-kol/adp	s	3	1.0	0.0	71.0
-kol/adp	s	3	1.0	0.1	72.4
-kol/adp	s	3	1.0	0.2	73.8
-kol/adp	s	3	1.0	0.3	75.2
-kol/adp	s	3	1.0	0.4	76.6
-kol/adp	s	3	1.0	0.5	78.0
-kol/adp	s	3	1.0	0.6	80.8
-kol/adp	s	3	1.0	0.7	83.6
-kol/adp	s	3	1.0	0.8	86.4
-kol/adp	s	3	1.0	0.9	89.2
-kol/adr	s	1	1.0	0.0	108.0
-kol/adr	s	1	1.0	0.1	108.0
-kol/adr	s	1	1.0	0.2	108.0
-kol/adr	s	1	1.0	0.3	108.0
-kol/adr	s	1	1.0	0.4	108.0
-kol/adr	s	1	1.0	0.5	108.0
-kol/adr	s	1	1.0	0.6	108.0
-kol/adr	s	1	1.0	0.7	108.0
-kol/adr	s	1	1.0	0.8	108.0
-kol/adr	s	1	1.0	0.9	108.0
-krea	µmol/l	126	1.0	0.0	34.0
-krea	µmol/l	126	1.0	0.1	48.0
-krea	µmol/l	126	1.0	0.2	60.0
-krea	µmol/l	126	1.0	0.3	66.0
-krea	µmol/l	126	1.0	0.4	69.0
-krea	µmol/l	126	1.0	0.5	76.5
-krea	µmol/l	126	1.0	0.6	82.0
-krea	µmol/l	126	1.0	0.7	89.5
-krea	µmol/l	126	1.0	0.8	101.0
-krea	µmol/l	126	1.0	0.9	120.0
-leuk	e6/l	1	1.0	0.0	500.0
-leuk	e6/l	1	1.0	0.1	500.0
-leuk	e6/l	1	1.0	0.2	500.0
-leuk	e6/l	1	1.0	0.3	500.0
-leuk	e6/l	1	1.0	0.4	500.0
-leuk	e6/l	1	1.0	0.5	500.0
-leuk	e6/l	1	1.0	0.6	500.0
-leuk	e6/l	1	1.0	0.7	500.0
-leuk	e6/l	1	1.0	0.8	500.0
-leuk	e6/l	1	1.0	0.9	500.0
-liik.im	%	2511	1.0	0.0	0.0
-liik.im	%	2511	1.0	0.1	2.0
-liik.im	%	2511	1.0	0.2	6.0
-liik.im	%	2511	1.0	0.3	14.0
-liik.im	%	2511	1.0	0.4	26.0
-liik.im	%	2511	1.0	0.5	34.0
-liik.im	%	2511	1.0	0.6	42.0
-liik.im	%	2511	1.0	0.7	50.0
-liik.im	%	2511	1.0	0.8	58.0
-liik.im	%	2511	1.0	0.9	68.0
-liik.np	%	2451	1.0	0.0	0.0
-liik.np	%	2451	1.0	0.1	1.0
-liik.np	%	2451	1.0	0.2	2.0
-liik.np	%	2451	1.0	0.3	4.0
-liik.np	%	2451	1.0	0.4	5.0
-liik.np	%	2451	1.0	0.5	6.0
-liik.np	%	2451	1.0	0.6	8.0
-liik.np	%	2451	1.0	0.7	9.0
-liik.np	%	2451	1.0	0.8	12.0
-liik.np	%	2451	1.0	0.9	15.0
-liik.pr	%	2419	1.0	0.0	0.0
-liik.pr	%	2419	1.0	0.1	22.0
-liik.pr	%	2419	1.0	0.2	32.6
-liik.pr	%	2419	1.0	0.3	41.0
-liik.pr	%	2419	1.0	0.4	49.0
-liik.pr	%	2419	1.0	0.5	56.0
-liik.pr	%	2419	1.0	0.6	66.0
-liik.pr	%	2419	1.0	0.7	79.0
-liik.pr	%	2419	1.0	0.8	90.0
-liik.pr	%	2419	1.0	0.9	97.0
-lymph	%	2078	1.0	0.0	0.05
-lymph	%	2078	1.0	0.1	0.16
-lymph	%	2078	1.0	0.2	0.21
-lymph	%	2078	1.0	0.3	0.24
